network_condition,website,time_seconds,CacheV2LoadTester,ClassicLoadTester,enhancement
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/boots,60,615,472,-0.3029661016949153
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/boots,3600,550,788,0.3020304568527919
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/boots,21600,526,732,0.2814207650273224
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/boots,86400,1003,665,-0.5082706766917293
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/boots,604800,872,656,-0.32926829268292684
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/boots,31622400,682,722,0.055401662049861494
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/brainly,60,1930,2970,0.3501683501683502
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/brainly,3600,610,530,-0.1509433962264151
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/brainly,21600,9351,15266,0.3874623345997642
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/brainly,86400,22691,2413,-8.403646912556983
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/brainly,604800,2085,7916,0.7366093986862051
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/brainly,31622400,430,11059,0.9611176417397594
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/bulbagarden,60,3951,1381,-1.8609703113685736
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/bulbagarden,3600,1228,453,-1.7108167770419427
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/bulbagarden,21600,27822,666,-40.77477477477478
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/bulbagarden,86400,1234,11635,0.893940696175333
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/bulbagarden,604800,580,18270,0.9682539682539683
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/bulbagarden,31622400,556,16009,0.9652695358860641
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/bundesliga,60,4255,2506,-0.6979249800478851
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/bundesliga,3600,522,614,0.1498371335504886
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/bundesliga,21600,676,23645,0.9714104461831254
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/bundesliga,86400,599,2022,0.7037586547972304
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/bundesliga,604800,1006,18333,0.9451262750231822
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/bundesliga,31622400,24086,2415,-8.973498964803312
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/ca,60,563,5664,0.9006002824858758
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/ca,3600,678,637,-0.06436420722135008
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/ca,21600,686,367,-0.8692098092643051
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/ca,86400,1236,4191,0.7050823192555477
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/ca,604800,348,4066,0.9144121987211018
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/ca,31622400,1263,5358,0.7642777155655095
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/ca.wikipedia,60,984,723,-0.36099585062240663
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/ca.wikipedia,3600,1060,905,-0.1712707182320442
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/ca.wikipedia,21600,562,430,-0.30697674418604654
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/ca.wikipedia,86400,916,1121,0.18287243532560213
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/ca.wikipedia,604800,616,465,-0.3247311827956989
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/ca.wikipedia,31622400,353,811,0.5647348951911221
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/caf,60,2353,13452,0.8250817722271782
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/caf,3600,18450,373,-48.46380697050938
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/caf,21600,1006,15820,0.936409608091024
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/caf,86400,8082,459,-16.607843137254903
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/caf,604800,504,486,-0.037037037037037035
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/caf,31622400,526,21025,0.9749821640903686
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/calculator,60,4161,3118,-0.3345093008338679
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/calculator,3600,1071,5960,0.8203020134228188
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/calculator,21600,818,4816,0.8301495016611296
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/calculator,86400,5787,474,-11.208860759493671
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/calculator,604800,2900,536,-4.41044776119403
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/calculator,31622400,3680,512,-6.1875
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/canada,60,2965,642,-3.6183800623052957
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/canada,3600,7552,7079,-0.06681734708292132
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/canada,21600,7190,1259,-4.710881652104845
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/canada,86400,1211,406,-1.9827586206896552
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/canada,604800,6866,785,-7.7464968152866245
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/canada,31622400,768,8632,0.9110287303058388
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/canalplus,60,2634,10015,0.7369945082376436
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/canalplus,3600,1390,12461,0.8884519701468582
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/canalplus,21600,712,973,0.2682425488180884
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/canalplus,86400,988,576,-0.7152777777777778
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/canalplus,604800,11316,875,-11.932571428571428
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/canalplus,31622400,2816,1009,-1.7908820614469771
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cancer,60,3673,623,-4.895666131621188
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cancer,3600,695,3529,0.8030603570416549
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cancer,21600,570,4169,0.8632765651235308
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cancer,86400,8927,1026,-7.700779727095517
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cancer,604800,1991,514,-2.8735408560311284
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cancer,31622400,597,970,0.3845360824742268
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/capitalone,60,31549,1344,-22.473958333333332
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/capitalone,3600,677,564,-0.20035460992907803
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/capitalone,21600,755,566,-0.3339222614840989
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/capitalone,86400,586,646,0.09287925696594428
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/capitalone,604800,32952,868,-36.963133640552996
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/capitalone,31622400,733,564,-0.299645390070922
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/carmax,60,1443,4358,0.6688848095456631
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/carmax,3600,1202,9443,0.8727099438737689
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/carmax,21600,992,945,-0.04973544973544974
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/carmax,86400,397,916,0.5665938864628821
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/carmax,604800,18493,6330,-1.921484992101106
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/carmax,31622400,1131,822,-0.3759124087591241
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbc,60,2562,16431,0.844075223662589
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbc,3600,562,12018,0.9532368114494925
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbc,21600,709,11202,0.9367077307623639
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbc,86400,568,748,0.24064171122994651
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbc,604800,1189,1016,-0.1702755905511811
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbc,31622400,16221,21885,0.25880740233036326
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbsnews,60,1231,6489,0.8102943442749267
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbsnews,3600,811,444,-0.8265765765765766
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbsnews,21600,673,626,-0.07507987220447285
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbsnews,86400,570,810,0.2962962962962963
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbsnews,604800,461,741,0.37786774628879893
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbsnews,31622400,1239,5325,0.7673239436619719
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbssports,60,1049,2140,0.5098130841121495
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbssports,3600,1086,17756,0.9388375760306376
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbssports,21600,514,657,0.2176560121765601
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbssports,86400,9267,6432,-0.44076492537313433
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbssports,604800,1226,471,-1.6029723991507432
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cbssports,31622400,1197,929,-0.2884822389666308
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cdc,60,2586,3204,0.19288389513108614
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cdc,3600,643,20524,0.9686708244007016
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cdc,21600,1195,628,-0.9028662420382165
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cdc,86400,626,18036,0.9652916389443336
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cdc,604800,894,1465,0.38976109215017063
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cdc,31622400,639,508,-0.2578740157480315
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cellphones.com,60,102804,8947,-10.4903319548452
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cellphones.com,3600,8317,102537,0.9188878161054058
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cellphones.com,21600,8581,102442,0.9162355283965561
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cellphones.com,86400,8824,8645,-0.02070561017929439
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cellphones.com,604800,8690,8779,0.010137828909898621
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cellphones.com,31622400,8794,102371,0.9140967656855945
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/championat,60,3707,3625,-0.022620689655172412
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/championat,3600,3625,3497,-0.03660280240205891
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/championat,21600,3882,3625,-0.07089655172413793
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/championat,86400,3781,3538,-0.06868287167891464
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/championat,604800,3837,3834,-0.000782472613458529
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/championat,31622400,3961,3662,-0.08164937192790825
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chase,60,1688,2102,0.19695528068506185
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chase,3600,1782,1844,0.033622559652928416
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chase,21600,1666,1741,0.0430786904078116
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chase,86400,1715,1855,0.07547169811320754
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chase,604800,2054,2068,0.006769825918762089
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chase,31622400,1860,1822,-0.020856201975850714
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chefkoch,60,3713,3373,-0.10080047435517343
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chefkoch,3600,3428,2676,-0.28101644245142005
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chefkoch,21600,3071,2530,-0.21383399209486165
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chefkoch,86400,3477,2728,-0.27456011730205276
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chefkoch,604800,3300,2590,-0.27413127413127414
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chefkoch,31622400,2527,2532,0.0019747235387045812
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chess,60,3767,3246,-0.16050523721503387
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chess,3600,4149,3327,-0.24706943192064923
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chess,21600,3065,3200,0.0421875
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chess,86400,2991,3646,0.17964893033461327
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chess,604800,3526,3040,-0.15986842105263158
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chess,31622400,2963,4082,0.27413032827045564
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chip,60,4748,2830,-0.67773851590106
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chip,3600,4022,2508,-0.6036682615629984
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chip,21600,4737,4564,-0.03790534618755478
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chip,86400,4375,2934,-0.49113837764144513
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chip,604800,4343,2087,-1.080977479635841
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chip,31622400,3501,3432,-0.020104895104895104
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/choicesupport.org,60,7441,6064,-0.2270778364116095
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/choicesupport.org,3600,5490,6019,0.08788835354710085
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/choicesupport.org,21600,5715,5556,-0.028617710583153346
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/choicesupport.org,86400,6954,6772,-0.02687536916715889
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/choicesupport.org,604800,7192,7107,-0.01196003939777684
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/choicesupport.org,31622400,5213,6272,0.16884566326530612
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chordtela,60,1905,1393,-0.36755204594400576
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chordtela,3600,755,942,0.19851380042462846
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chordtela,21600,1323,736,-0.7975543478260869
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chordtela,86400,976,1164,0.16151202749140894
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chordtela,604800,1087,1022,-0.06360078277886497
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chordtela,31622400,1560,694,-1.2478386167146973
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chromewebstore.google,60,839,13872,0.9395184544405998
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chromewebstore.google,3600,10902,10468,-0.04145968666411922
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chromewebstore.google,21600,328,13236,0.9752190994258084
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chromewebstore.google,86400,15784,12753,-0.2376695679447973
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chromewebstore.google,604800,272,14318,0.9810029333705825
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/chromewebstore.google,31622400,481,12212,0.9606125122830004
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/clever,60,2029,1781,-0.13924761370016844
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/clever,3600,445,1526,0.7083879423328965
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/clever,21600,1925,1533,-0.2557077625570776
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/clever,86400,1973,1063,-0.8560677328316086
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/clever,604800,1828,1647,-0.10989678202792957
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/clever,31622400,1338,1202,-0.11314475873544093
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cloudconvert,60,2439,3308,0.2626964933494559
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cloudconvert,3600,5962,4455,-0.33827160493827163
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cloudconvert,21600,326,1618,0.7985166872682324
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cloudconvert,86400,2006,1642,-0.22168087697929353
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cloudconvert,604800,3934,2495,-0.576753507014028
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cloudconvert,31622400,1761,5050,0.6512871287128713
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnbc,60,4129,3662,-0.12752594210813764
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnbc,3600,4008,3644,-0.09989023051591657
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnbc,21600,3862,3552,-0.08727477477477477
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnbc,86400,345,3710,0.9070080862533693
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnbc,604800,4143,3666,-0.13011456628477905
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnbc,31622400,4390,3712,-0.18265086206896552
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnet,60,1622,300018,0.9945936577138705
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnet,3600,728,388,-0.8762886597938144
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnet,21600,542,387,-0.4005167958656331
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnet,86400,797,423,-0.8841607565011821
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnet,604800,477,300019,0.9984101006936227
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnet,31622400,300079,300019,-0.00019998733413550474
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnn,60,374,7738,0.9516670974411993
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnn,3600,562,8547,0.9342459342459343
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnn,21600,545,7391,0.9262616695981599
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnn,86400,417,6951,0.9400086318515322
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnn,604800,543,7271,0.9253197634438179
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/cnn,31622400,823,7178,0.8853441069935916
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coinbase,60,2404,21840,0.8899267399267399
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coinbase,3600,415,1869,0.777956126270733
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coinbase,21600,540,7734,0.930178432893716
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coinbase,86400,582,16668,0.9650827933765299
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coinbase,604800,552,18434,0.970055332537702
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coinbase,31622400,585,14893,0.9607198012489089
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coingecko,60,2563,11347,0.7741253194677007
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coingecko,3600,677,10429,0.9350848595263208
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coingecko,21600,569,1006,0.43439363817097415
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coingecko,86400,488,429,-0.13752913752913754
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coingecko,604800,675,16544,0.9591997098646035
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coingecko,31622400,629,712,0.11657303370786516
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coinmarketcap,60,2997,19910,0.8494726268206931
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coinmarketcap,3600,338,1675,0.7982089552238806
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coinmarketcap,21600,335,18217,0.981610583520887
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coinmarketcap,86400,626,18052,0.9653224019499225
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coinmarketcap,604800,790,18209,0.9566148607831292
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/coinmarketcap,31622400,710,15696,0.9547655453618756
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/collinsdictionary,60,3114,9972,0.6877256317689531
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/collinsdictionary,3600,554,818,0.32273838630806845
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/collinsdictionary,21600,696,550,-0.26545454545454544
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/collinsdictionary,86400,9499,7549,-0.25831235925288115
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/collinsdictionary,604800,9572,6427,-0.4893418391162284
"(latency: 40, download: 1048576, upload: 1048576)",http://localhost:8080/collinsdictionary,31622400,1229,7157,0.8282800055889339
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/1177,60,507,51757,0.9902042235832834
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/1177,3600,51776,467,-109.86937901498929
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/1177,21600,460,51736,0.9911087057368176
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/1177,86400,51768,490,-104.64897959183673
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/1177,604800,51765,51741,-0.0004638487852959935
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/1177,31622400,51791,51734,-0.0011017899253875595
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/16personalities,60,567,526,-0.0779467680608365
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/16personalities,3600,801,482,-0.6618257261410788
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/16personalities,21600,683,559,-0.22182468694096602
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/16personalities,86400,596,548,-0.08759124087591241
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/16personalities,604800,669,604,-0.1076158940397351
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/16personalities,31622400,650,577,-0.1265164644714038
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/20minutes,60,920,5680,0.8380281690140845
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/20minutes,3600,5724,5681,-0.007569089948952649
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/20minutes,21600,5830,5976,0.024431057563587683
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/20minutes,86400,5880,800,-6.35
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/20minutes,604800,5992,5629,-0.06448747557292592
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/20minutes,31622400,796,5823,0.8633007041044135
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/24h.com,60,36777,41638,0.11674432009222345
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/24h.com,3600,42050,40410,-0.04058401385795595
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/24h.com,21600,36169,41059,0.11909690932560461
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/24h.com,86400,12679,41389,0.6936625673488125
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/24h.com,604800,36392,3040,-10.971052631578948
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/24h.com,31622400,12901,12211,-0.05650642862992384
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/3bmeteo,60,7979,4686,-0.7027315407597098
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/3bmeteo,3600,3831,9247,0.5857034713961284
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/3bmeteo,21600,4550,7236,0.3711995577667219
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/3bmeteo,86400,3000,8066,0.6280684354078849
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/3bmeteo,604800,5803,3344,-0.7353468899521531
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/3bmeteo,31622400,4619,8843,0.4776659504692978
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/abc,60,10855,9170,-0.1837513631406761
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/abc,3600,12293,10331,-0.1899138515148582
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/abc,21600,13130,65785,0.8004104279090978
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/abc,86400,11018,66661,0.8347159508558227
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/abc,604800,7345,66388,0.8893625353979635
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/abc,31622400,67492,8755,-6.708966304968589
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/abril.com,60,147,203,0.27586206896551724
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/abril.com,3600,168,206,0.18446601941747573
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/abril.com,21600,251,199,-0.2613065326633166
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/abril.com,86400,241,150,-0.6066666666666667
"(latency: 40, download: 20971520, upload: 20971520)",http://localhost:8080/abril.com,604800,200,213,0.06103286384976526
